Symbol,Name,Exchange,Sector,Market Cap
EBIX,Ebix Inc,NASDAQ,Computers and Technology,586867000
MTTR,Matterport Inc,NASDAQ,Business Services,905449000
WDC,Western Digital Cp,NASDAQ,Computers and Technology,11673638000
EWCZ,European Wax Center Cl A,NASDAQ,Consumer Staples,921504000
DOC,Physicians Realty Trust,NYSE,Finance,3407937000
HOV,Hovnanian Enterprises Inc,NYSE,Construction,307014000
SPNS,Sapiens Intl Cp NV,NASDAQ,Computers and Technology,1072382000
NVTS,Navitas Semiconductor Corp,NASDAQ,Computers and Technology,598337000
LEV,The Lion Electric CO,NYSE,Auto-Tires-Trucks,541299000
UGI,Ugi Corp,NYSE,Utilities,8104519000
SPB,Spectrum Brands Holdings Inc,NYSE,Consumer Discretionary,2172723000
BRX,Brixmor Property Group Inc,NYSE,Finance,6951983000
PNR,Pentair Ltd,NYSE,Industrial Products,7529074000
GRFS,Grifols S.A. ADR,NASDAQ,Medical,5603573000
T,AT&T Inc,NYSE,Utilities,1.37409E+11
NAPA,The Duckhorn Portfolio Inc,NYSE,Consumer Staples,1849855000
TEO,Telecom Argentina Stet France Telecom ADR,NYSE,Utilities,1908169000
SCSC,Scansource Inc,NASDAQ,Industrial Products,753816000
AMV,Atlis Motor Vehicles Inc Cl A,NASDAQ,Computers and Technology,354557000
MNTV,Momentive Global Inc,NASDAQ,Computers and Technology,1178898000
TBI,Trueblue Inc,NYSE,Business Services,706076000
THC,Tenet Healthcare Corp,NYSE,Medical,4993121000
LC,Lendingclub Corp,NYSE,Finance,1083468000
SLF,Sun Life Financial Inc,NYSE,Finance,27792328000
AMD,Adv Micro Devices,NASDAQ,Computers and Technology,1.25167E+11
HSIC,Henry Schein Inc,NASDAQ,Medical,10968544000
PUK,Prudential Public Ltd Company ADR,NYSE,Finance,32826712000
CINF,Cincinnati Financial,NASDAQ,Finance,17441138000
NVS,Novartis Ag ADR,NYSE,Medical,1.9816E+11
CCS,Century Communities Inc,NYSE,Construction,1530139000
TSEM,Tower Semiconductor,NASDAQ,Computers and Technology,4870833000
CRD.A,Crawford Co. Cl A,NYSE,Business Services,306404000
BKI,Black Knight Inc,NYSE,Business Services,9672114000
KEN,Kenon Holdings Ltd,NYSE,Utilities,1934795000
MAXR,Maxar Technologies Ltd,NYSE,Computers and Technology,1797624000
DFS,Discover Financial Services,NYSE,Finance,29606770000
GRNT,Granite Ridge Resources Inc,NYSE,Oils-Energy,381067000
MTLS,Materialise NV ADR,NASDAQ,Computers and Technology,569968000
WRLD,World Acceptance Cp,NASDAQ,Finance,443676000
TTGT,Techtarget Inc,NASDAQ,Computers and Technology,1338934000
HLIO,Helios Technologies Inc,NYSE,Industrial Products,1717003000
BBD,Banco Bradesco S.A. ADR,NYSE,Finance,31655710000
RC,Ready Capital Corp,NYSE,Finance,1480874000
MKTX,Marketaxess Holdings,NASDAQ,Finance,10083706000
NVTA,Invitae Corp,NYSE,Medical,721401000
BCS,Barclays Plc ADR,NYSE,Finance,33234768000
AXTA,Axalta Coating Systems Ltd,NYSE,Basic Materials,5921146000
YY,YY Inc ADR,NASDAQ,Computers and Technology,2374661000
COMP,Compass Inc Cl A,NYSE,Computers and Technology,1292144000
CIB,Bancolombia S.A. ADR,NYSE,Finance,6396156000
FEAM,5E Advanced Materials Inc,NASDAQ,Basic Materials,491557000
HSII,Heidrick & Struggl,NASDAQ,Business Services,589872000
CXM,Sprinklr Inc Cl A,NYSE,Business Services,2230671000
ICUI,I C U Medical Inc,NASDAQ,Medical,3818654000
AMR,Alpha Metallurgical Resources Inc,NYSE,Basic Materials,2730091000
DOCN,Digitalocean Holdings Inc,NYSE,Computers and Technology,2872539000
XPER,Xperi Inc,NYSE,Business Services,450077000
DOCU,Docusign Inc,NASDAQ,Business Services,9450668000
NTCO,Natura &Co Holding S.A. ADR,NYSE,Consumer Staples,3091202000
BRKL,Brookline Bancorp,NASDAQ,Finance,1092722000
MRVI,Maravai Lifesciences Holdings Inc Cl A,NASDAQ,Medical,3797480000
PHM,Pultegroup,NYSE,Construction,10201779000
EVBG,Everbridge Inc,NASDAQ,Computers and Technology,1303184000
NVST,Envista Holdings Corp,NYSE,Medical,5563095000
FPH,Five Point Holdings Llc Cl A,NYSE,Finance,320332000
AMRX,Amneal Pharmaceuticals Inc,NYSE,Medical,777198000
LBTYK,Liberty Global Ord C,NASDAQ,Consumer Discretionary,9507692000
VTR,Ventas Inc,NYSE,Finance,18598878000
ALEX,Alexander and Baldwin Inc,NYSE,Finance,1432744000
SKE,Skeena Resources Ltd,NYSE,Oils-Energy,418414000
WLKP,Westlake Chemical Partners LP,NYSE,Basic Materials,815389000
PPC,Pilgrim's Pride,NASDAQ,Consumer Staples,6186029000
OGN,Organon & CO,NYSE,Medical,6618551000
CCI,Crown Castle Inc,NYSE,Finance,61245976000
GROY,Gold Royalty Corp,NYSE Arca,Basic Materials,401716000
MFA,MFA Financial Inc,NYSE,Finance,1138090000
WU,Western Union Company,NYSE,Business Services,5661267000
CUZ,Cousins Properties Inc,NYSE,Finance,3994829000
UE,Urban Edge Properties,NYSE,Finance,1847300000
FORM,Formfactor Inc,NASDAQ,Computers and Technology,1776967000
PLTK,Playtika Holding Corp,NASDAQ,Consumer Discretionary,3412622000
GLDD,Great Lakes Drg Dock,NASDAQ,Construction,484364000
GSM,Ferroglobe Plc Os,NASDAQ,Basic Materials,867259000
NVMI,Nova Ltd,NASDAQ,Computers and Technology,2453891000
KOS,Kosmos Energy Ltd,NYSE,Oils-Energy,3031689000
SOND,Sonder Holdings Inc,NASDAQ,Consumer Discretionary,385964000
GTES,Gates Industrial Corp Plc,NYSE,Industrial Products,3280164000
RDVT,Red Violet Inc,NASDAQ,Computers and Technology,316783000
CYH,Community Health Systems,NYSE,Medical,462066000
MO,Altria Group,NYSE,Consumer Staples,83479424000
BKNG,Booking Holdings Inc,NASDAQ,Retail-Wholesale,80659784000
HR,Healthcare Realty Trust Inc.,NYSE,Finance,7813143000
ACHR,Archer Aviation Inc,NYSE,Aerospace,610670000
L,Loews Corp,NYSE,Finance,13806380000
AIR,AAR Corp,NYSE,Aerospace,1633465000
MC,Moelis,NYSE,Finance,2964978000
CAE,Cae Inc,NYSE,Aerospace,6852889000
PBI,Pitney Bowes Inc,NYSE,Computers and Technology,664695000
ST,Sensata Technologies Holding N.V.,NYSE,Computers and Technology,6898586000
ENOV,Enovis Corp,NYSE,Medical,2931140000
AVT,Avnet Inc,NASDAQ,Computers and Technology,4133822000
AGRO,Adecoagro S.A.,NYSE,Consumer Staples,920015000
ICL,Israel Chemicals Ltd,NYSE,Basic Materials,10876480000
ESGR,Enstar Group Ltd,NASDAQ,Finance,3834226000
GOGL,Golden Ocean Gp,NASDAQ,Transportation,1209688000
MTX,Minerals Technologies Inc,NYSE,Basic Materials,1956411000
SCHN,Schnitzer Steel A,NASDAQ,Basic Materials,925091000
ABT,Abbott Laboratories,NYSE,Medical,1.87574E+11
IHS,IHS Holding Ltd,NYSE,Computers and Technology,2366860000
TFX,Teleflex Inc,NYSE,Medical,10981630000
MUFG,Mitsubishi Ufj Financial Group Inc ADR,NYSE,Finance,68870848000
CGC,Canopy Growth Corp,NASDAQ,Medical,1738545000
AKAM,Akamai Technologies,NASDAQ,Computers and Technology,14915976000
SGH,Smart Global Holdings Inc,NASDAQ,Computers and Technology,822181000
IART,Integra Lifesciences,NASDAQ,Medical,4588478000
ESAB,Esab Corp,NYSE,Basic Materials,2844045000
RXT,Rackspace Technology Inc,NASDAQ,Business Services,1030217000
AMPL,Amplitude Inc Cl A,NASDAQ,Business Services,1620165000
TV,Grupo Televisa S.A. ADR,NYSE,Consumer Discretionary,3053450000
LPL,Lg Display Co. Ltd ADR,NYSE,Computers and Technology,4050471000
EHAB,Enhabit Inc,NYSE,Medical,710034000
CWK,Cushman & Wakefield Plc,NYSE,Finance,2578145000
NVDA,Nvidia Corp,NASDAQ,Computers and Technology,4.21383E+11
CIXX,CI Financial Corp OR,NYSE,Finance,1984089000
AEM,Agnico-Eagle Mines Ltd,NYSE,Basic Materials,22965496000
RYN,Rayonier Inc REIT,NYSE,Construction,5253693000
BTG,B2Gold Corp,NYSE Arca,Basic Materials,3736803000
ESI,Element Solutions Inc,NYSE,Basic Materials,4735202000
VNT,Vontier Corp,NYSE,Business Services,3101403000
HTBI,Hometrust Bancshares,NASDAQ,Finance,400077000
BBDC,Barings Bdc Inc,NYSE,Finance,1000166000
HLN,Haleon Plc,NYSE,Medical,31813108000
EQX,Equinox Gold Corp,NYSE Arca,Basic Materials,1070750000
VIRT,Virtu Financial Cm A,NASDAQ,Finance,3746712000
ACRE,Ares Commercial Real Estate Cor,NYSE,Finance,678360000
LILAK,Liberty Latin America Cl C,NASDAQ,Utilities,1693686000
VTRS,Viatris Inc,NASDAQ,Medical,13375916000
CLF,Cleveland-Cliffs Inc,NYSE,Basic Materials,7976875000
EGHT,8X8 Inc,NASDAQ,Computers and Technology,478025000
DWAC,Digital World Acquisition Corp Cl A,NASDAQ,Business Services,848874000
NUVA,Nuvasive Inc,NASDAQ,Medical,2024884000
TPH,Tri Pointe Homes Inc,NYSE,Construction,1860854000
FOR,Forestar Group Inc,NYSE,Finance,738074000
RYAAY,Ryanair Hlds Plc ADR,NASDAQ,Transportation,17214402000
SSRM,Ssr Mining Inc,NASDAQ,Basic Materials,3132041000
PACW,Pacwest Bancorp,NASDAQ,Finance,3077145000
TWLO,Twilio,NYSE,Computers and Technology,9036347000
SLG,SL Green Realty Corp,NYSE,Finance,2698700000
WHR,Whirlpool Corp,NYSE,Consumer Discretionary,7982661000
IHRT,Iheartmedia Inc,NASDAQ,Consumer Discretionary,1151641000
VNO,Vornado Realty Trust,NYSE,Finance,4851052000
DAC,Danaos Corp,NYSE,Transportation,1146064000
WSR,Whitestone REIT,NYSE,Finance,480526000
ATAT,Atour Lifestyle Holdings ADR,NASDAQ,Consumer Discretionary,1986098000
BXP,Boston Properties,NYSE,Finance,11298901000
SLDP,Solid Power Inc Cl A,NASDAQ,Auto-Tires-Trucks,645237000
PSFE,Paysafe Ltd,NYSE,Business Services,1027675000
UPST,Upstart Holdings Inc,NASDAQ,Computers and Technology,1600695000
VAXX,Vaxxinity Inc Cl A,NASDAQ,Medical,330267000
NG,Novagold Resources Inc,NYSE Arca,Basic Materials,1923660000
NVX,Novonix Ltd ADR,NASDAQ,Computers and Technology,753137000
DEI,Douglas Emmett,NYSE,Finance,3044665000
SIX,Six Flags Entertainment Corp,NYSE,Consumer Discretionary,2003252000
NEXA,Nexa Resources S.A.,NYSE,Basic Materials,720468000
MHO,M/I Homes,NYSE,Construction,1239242000
FFWM,First Foundation,NASDAQ,Finance,789996000
HIPO,Hippo Holdings Inc,NYSE,Finance,344316000
VRNS,Varonis Systems Inc,NASDAQ,Computers and Technology,2341073000
LPRO,Open Lending Corp Cl A,NASDAQ,Finance,892941000
LYB,Lyondellbasell Industries NV,NYSE,Basic Materials,27681298000
MCY,Mercury General Corp,NYSE,Finance,2008860000
TER,Teradyne Inc,NASDAQ,Computers and Technology,14555398000
XRAY,Dentsply Sirona Inc,NASDAQ,Medical,6503238000
CRH,CRH Plc ADR,NYSE,Construction,30224128000
ELAN,Elanco Animal Health Inc,NYSE,Medical,6103018000
LPSN,Liveperson Inc,NASDAQ,Computers and Technology,884351000
EVA,Enviva Partners LP,NYSE,Construction,3783635000
WLYB,John Wiley Sons Cl B,NYSE,Consumer Staples,2651462000
ZUMZ,Zumiez Inc,NASDAQ,Retail-Wholesale,452677000
NESR,National Energy Services Reunited Corp,NASDAQ,Oils-Energy,580551000
VFC,V.F. Corp,NYSE,Consumer Staples,12752736000
CINT,CI&T Inc Cl A,NYSE,Industrial Products,978265000
SYNA,Synaptics Inc,NASDAQ,Computers and Technology,4225129000
EAF,Graftech International Ltd,NYSE,Basic Materials,1385624000
LXU,Lsb Industries Inc,NYSE,Conglomerates,1265214000
MLAB,Mesa Labs Inc,NASDAQ,Medical,902827000
DISH,Dish Network Corp,NASDAQ,Consumer Discretionary,8517831000
SLGC,Somalogic Inc,NASDAQ,Business Services,513668000
OPK,Opko Health Inc,NASDAQ,Medical,1159029000
TGNA,Tegna Inc,NYSE,Consumer Discretionary,4407804000
AVTR,Avantor Inc,NYSE,Medical,15021265000
ARL,American Realty Investors,NYSE,Finance,341292000
QTWO,Q2 Holdings Inc,NYSE,Computers and Technology,1564462000
DOW,Dow Inc,NYSE,Basic Materials,35870596000
STX,Seagate Technology Hldgs Plc,NASDAQ,Business Services,10935869000
BLDE,Blade Air Mobility Inc,NASDAQ,Business Services,352533000
ASIX,Advansix Inc,NYSE,Basic Materials,1134657000
LXFR,Luxfer Holdings Plc,NYSE,Industrial Products,398884000
INTC,Intel Corp,NASDAQ,Computers and Technology,1.24099E+11
HY,Hyster-Yale Materials Handling,NYSE,Industrial Products,495974000
BSBR,Banco Santander Brasil S.A. ADR,NYSE,Finance,19899608000
AUY,Yamana Gold,NYSE,Basic Materials,5247431000
KRNT,Kornit Digital Ord,NASDAQ,Industrial Products,1276487000
VMEO,Vimeo Inc,NASDAQ,Business Services,712380000
EGO,Eldorado Gold Corp,NYSE,Basic Materials,1415032000
FORR,Forrester Resrch,NASDAQ,Computers and Technology,670249000
LILA,Liberty Latin America Cl A,NASDAQ,Utilities,1682815000
BKU,BankUnited Inc,NYSE,Finance,2837354000
FE,Firstenergy Corp,NYSE,Utilities,23579096000
PNNT,Pennantpark Investme,NYSE,Finance,404395000
PGRE,Paramount Group Inc,NYSE,Finance,1433253000
UVV,Universal Corp,NYSE,Consumer Staples,1397425000
NWL,Newell Rubbermaid Inc,NASDAQ,Consumer Staples,5364393000
EXAS,Exact Sciences Cor,NASDAQ,Medical,7986896000
TGB,Taseko Mines Ltd,NYSE Arca,Basic Materials,400928000
ERIC,Ericsson ADR,NASDAQ,Computers and Technology,21213004000
JLL,Jones Lang Lasalle Inc,NYSE,Finance,7981853000
SEB,Seaboard Corp,NYSE Arca,Consumer Staples,4588429000
AMX,America Movil S.A.B. DE C.V. ADR,NYSE,Computers and Technology,61882796000
CMRE,Costamare Inc,NYSE,Transportation,1171973000
IAS,Integral Ad Science Holding Corp,NASDAQ,Business Services,1530589000
KD,Kyndryl Hldgs Inc,NYSE,Business Services,2655711000
MKSI,Mks Instruments Inc,NASDAQ,Computers and Technology,5577278000
CCL,Carnival Corp,NYSE,Consumer Discretionary,11049181000
KREF,KKR Real Estate Finance Trust Inc,NYSE,Finance,1143522000
IAG,Iamgold Corp,NYSE,Basic Materials,981950000
AROC,Archrock Inc,NYSE,Oils-Energy,1355380000
NFGC,New Found Gold Corp,NYSE Arca,Basic Materials,747077000
TSE,Trinseo S.A.,NYSE,Industrial Products,862109000
TD,Toronto Dominion Bank,NYSE,Finance,1.21106E+11
LZ,Legalzoom.com Inc,NASDAQ,Industrial Products,1704944000
KBH,KB Home,NYSE,Construction,2686482000
OPEN,Opendoor Technologies Inc,NASDAQ,Business Services,1173274000
SSNC,SS&C Technologies,NASDAQ,Computers and Technology,13542735000
BANC,First Pactrust Bancorp,NYSE,Finance,1020898000
LVWR,Livewire Group Inc,NYSE,Auto-Tires-Trucks,1410749000
MDC,M.D.C. Holdings,NYSE,Construction,2311091000
STM,Stmicroelectronics N.V. ADR,NYSE,Computers and Technology,35315208000
MBI,MBIA Inc,NYSE,Finance,697690000
CMCO,Columbus Mckinnon,NASDAQ,Industrial Products,922745000
QRVO,Qorvo Inc,NASDAQ,Computers and Technology,10062858000
ROVR,Rover Group Inc,NASDAQ,Retail-Wholesale,885690000
NRGV,Energy Vault Hldgs Inc,NYSE,Oils-Energy,517122000
CTSH,Cognizant Tech Sol,NASDAQ,Computers and Technology,31971024000
NMR,Nomura Holdings Inc ADR,NYSE,Finance,11045162000
MPW,Medical Properties Trust,NYSE,Finance,7845760000
OLN,Olin Corp,NYSE,Basic Materials,7804037000
ENTG,Entegris Inc,NASDAQ,Computers and Technology,11518915000
BKD,Brookdale Senior Living Inc,NYSE,Medical,588439000
SUZ,Suzano Papel E Celul ADR,NYSE,Basic Materials,13844055000
OUT,Outfront Media Inc,NYSE,Finance,3002377000
TIMB,Tim S.A. ADR,NYSE,Computers and Technology,6032634000
GSL,Global Ship Lease Inc,NYSE,Transportation,637581000
PKX,Posco Holdings Inc ADR,NYSE,Basic Materials,17260764000
IX,Orix Corp ADR,NYSE,Finance,19437858000
DOOR,Masonite Worldwide Holdings,NYSE,Construction,1676714000
NXRT,Nexpoint Residential Trust Inc,NYSE,Finance,1228651000
NMM,Navios Maritime Partners LP,NYSE,Transportation,770899000
TX,Ternium S.A. ADR,NYSE,Basic Materials,6312926000
AVGO,Broadcom Ltd,NASDAQ,Computers and Technology,2.23168E+11
BAX,Baxter International Inc,NYSE,Medical,28497960000
NC,Nacco Industries,NYSE,Oils-Energy,332312000
KN,Knowles Corp,NYSE,Computers and Technology,1418758000
DFH,Dream Finders Homes Inc Cl A,NYSE,Construction,912758000
GLAD,Gladstone Cap Corp,NASDAQ,Finance,359059000
PSMT,Pricesmart Inc,NASDAQ,Retail-Wholesale,2195491000
CARG,Cargurus Inc Cl A,NASDAQ,Auto-Tires-Trucks,1555670000
PNTG,The Pennant Group Inc,NASDAQ,Medical,306860000
DNB,Dun & Bradstreet Holdings Inc,NYSE,Business Services,5864940000
CMCSA,Comcast Corp A,NASDAQ,Consumer Discretionary,1.5841E+11
NGG,National Grid Transco Plc ADR,NYSE,Utilities,48098204000
WIT,Wipro Ltd ADR,NYSE,Computers and Technology,27998040000
BBDO,Banco Bradesco S.A. ADR,NYSE,Finance,27367800000
RWT,Redwood Trust,NYSE,Finance,895465000
TSLX,Tpg Specialty Lending Inc,NYSE,Finance,1525720000
BSAC,Banco Santander Chile ADR,NYSE,Finance,7354105000
DRD,Drdgold Ltd ADR,NYSE,Basic Materials,561990000
EXC,Exelon Corp,NASDAQ,Utilities,41111104000
ORAN,Orange ADR,NYSE,Computers and Technology,27093090000
SA,Seabridge Gold,NYSE,Basic Materials,1004184000
MDT,Medtronic Inc,NYSE,Medical,1.05056E+11
NEOG,Neogen Cp,NASDAQ,Medical,1785797000
BVN,Compania Mina Buenaventura S.A. ADR,NYSE,Basic Materials,2072559000
DBRG,Digitalbridge Group Inc,NYSE,Finance,2307285000
HSKA,Heska Corp,NASDAQ,Medical,696653000
MATW,Matthews Intl Corp,NASDAQ,Consumer Staples,959235000
SILV,Silvercrest Metals Inc,NYSE Arca,Basic Materials,963878000
LESL,Leslie's Inc,NASDAQ,Consumer Staples,2672209000
HBI,Hanesbrands Inc,NYSE,Consumer Staples,2344937000
AAL,American Airlines Gp,NASDAQ,Transportation,9378072000
CRNC,Cerence Inc,NASDAQ,Computers and Technology,807745000
WPM,Wheaton Precious Metals,NYSE,Basic Materials,17640116000
SONY,Sony Group Corp ADR,NYSE,Consumer Discretionary,1.02758E+11
ENV,Envestnet Inc,NYSE,Business Services,3265341000
WLK,Westlake Corp,NYSE,Basic Materials,13729466000
GCI,Gannett Co. Inc,NYSE,Business Services,365230000
DSX,Diana Shipping Inc,NYSE,Transportation,307734000
RPT,Ramco-Gershenson Properties Trust,NYSE,Finance,954789000
OLED,Universal Display,NASDAQ,Computers and Technology,5319830000
KLIC,Kulicke and Soffa,NASDAQ,Computers and Technology,2734061000
IVR,Invesco Mortgage Capital Inc,NYSE,Finance,464172000
TASK,Taskus Inc Cl A,NASDAQ,Computers and Technology,1919300000
ABB,Abb Ltd ADR,NYSE,Industrial Products,61869820000
ABBNY,Abb Ltd ADR,NYSE,Industrial Products,61869820000
RGR,Sturm Ruger & Company,NYSE,Consumer Discretionary,970448000
GPRO,Gopro Inc Cl A,NASDAQ,Consumer Discretionary,854480000
UGP,Ultrapar Participacoes S.A. ADR,NYSE,Oils-Energy,3631400000
VSTO,Vista Outdoor Inc,NYSE,Consumer Discretionary,1582347000
HBM,Hudbay Minerals Inc,NYSE,Basic Materials,1479752000
SGHC,Super Group [Sghc] Ltd,NYSE,Consumer Discretionary,1543051000
CNMD,C O N M E D Cp,NYSE,Medical,2525434000
TELL,Tellurian Inc,NYSE Arca,Oils-Energy,1519361000
NEM,Newmont Mining Corp,NYSE,Basic Materials,37678792000
BHC,Bausch Health Companies Inc,NYSE,Medical,2543932000
RNG,Ringcentral Inc,NYSE,Computers and Technology,3552943000
HAS,Hasbro Inc,NASDAQ,Consumer Discretionary,8676321000
PAAS,Pan Amer Silver Corp,NASDAQ,Basic Materials,3450718000
HA,Hawaiian Hlds Inc,NASDAQ,Transportation,714613000
TLRY,Tilray Brands Inc,NASDAQ,Consumer Staples,2366126000
AAT,American Assets Trust,NYSE,Finance,1772689000
GEVO,Gevo Inc,NASDAQ,Oils-Energy,517144000
POWI,Power Integratn,NASDAQ,Computers and Technology,4603296000
KRC,Kilroy Realty Corp,NYSE,Finance,5051424000
KRO,Kronos Worldwide Inc,NYSE,Basic Materials,1063479000
BRY,Berry Pete Corp,NASDAQ,Oils-Energy,691680000
LDI,Loandepot Inc Cl A,NYSE,Finance,521952000
BG,Bunge Ltd,NYSE,Basic Materials,15705031000
ONL,Orion Office REIT Inc,NYSE,Finance,526139000
TDS,Telephone and Data Systems,NYSE,Computers and Technology,1196975000
NEU,Newmarket Corp,NYSE,Basic Materials,3119557000
SID,Companhia Siderurgica Nacional ADR,NYSE,Basic Materials,4245824000
WLY,John Wiley Sons Cl A,NYSE,Consumer Staples,2640879000
KB,KB Financial Group Inc ADR,NYSE,Finance,16114631000
FRT,Federal Realty Investment Trust,NYSE,Finance,9022319000
ASX,Ase Industrial Holding Co. Ltd ADR,NYSE,Computers and Technology,14838341000
CYD,China Yuchai International,NYSE,Auto-Tires-Trucks,306450000
PGRU,Propertyguru Group Ltd,NYSE,Business Services,832600000
ITGR,Integer Holdings Corp,NYSE,Medical,2462296000
CCU,Compania Cervecerias Unidas S.A. ADR,NYSE,Consumer Staples,2250267000
TCN,Tricon Residential Inc,NYSE,Finance,2346132000
CHTR,Charter Communicatio,NASDAQ,Consumer Discretionary,60912896000
MX,Magnachip Semiconductor Corp,NYSE,Computers and Technology,447051000
AMPX,Amprius Technologies Inc,NYSE,Business Services,866642000
SNN,Smith & Nephew Snats ADR,NYSE,Medical,11544262000
WBD,Discovery Inc Series A,NASDAQ,Consumer Discretionary,27683712000
CMP,Compass Minerals Intl Inc,NYSE,Basic Materials,1515040000
ALRS,Alerus Financial Corp,NASDAQ,Finance,472892000
TREE,Lendingtree Inc,NASDAQ,Finance,306225000
BRDG,Bridge Investment Group Holdings Inc Cl A,NYSE,Finance,446017000
MU,Micron Technology,NASDAQ,Computers and Technology,62675288000
BNS,Bank of Nova Scotia,NYSE,Finance,62189776000
PACK,Ranpak Holdings Corp,NYSE,Basic Materials,443658000
TWKS,Thoughtworks Holding Inc,NASDAQ,Business Services,2837515000
CGAU,Centerra Gold Inc,NYSE,Basic Materials,1172294000
SHCR,Sharecare Inc Cl A,NASDAQ,Medical,675223000
WT,Wisdomtree Inc,NYSE,Finance,816111000
KT,Korea Telecom Corp ADR,NYSE,Computers and Technology,6725245000
CVAC,Curevac N.V.,NASDAQ,Medical,1356627000
RGLD,Royal Gold Inc,NASDAQ,Basic Materials,7373790000
CION,Cion Investment Corp,NYSE,Finance,559813000
TRMR,Tremor International Ltd ADR,NASDAQ,Business Services,560318000
VALE,Vale S.A. ADR,NYSE,Basic Materials,75755824000
MT,Arcelormittal ADR,NYSE,Basic Materials,25367760000
TRIN,Trinity Capital Inc,NASDAQ,Finance,382298000
SBSW,Sibanye Gold Ltd ADR,NYSE,Basic Materials,7931748000
SVM,Silvercorp Metals Inc,NYSE Arca,Basic Materials,495558000
BCBP,Bcb Bancorp Inc,NASDAQ,Finance,318414000
ILMN,Illumina Inc,NASDAQ,Medical,34303984000
AZUL,Azul S.A. ADR,NYSE,Transportation,3026142000
RCI,Rogers Communication,NYSE,Consumer Discretionary,23292190000
CSAN,Cosan Sa Spon ADR WI,NYSE,Oils-Energy,5289436000
DAL,Delta Air Lines Inc,NYSE,Transportation,22678818000
